    Energy      s          Int(s)         px           py           pz           p          Int(p)       dx2-y2        dz2          dyz          dxz          dxy           d          Int(d)       total      Int(total) 
  -22.8000  1.25131E-04  4.73485E-05  8.88130E-05  8.88130E-05  8.88130E-05  2.66439E-04  1.26425E-04  2.68772E-04  2.68772E-04  2.89017E-04  2.89017E-04  2.89017E-04  1.40460E-03  5.46054E-04  1.79617E-03  7.19827E-04
  -22.7000  1.27064E-04  4.82824E-05  8.94347E-05  8.94347E-05  8.94347E-05  2.68304E-04  1.28397E-04  2.71503E-04  2.71503E-04  2.92415E-04  2.92415E-04  2.92415E-04  1.42025E-03  5.56492E-04  1.81562E-03  7.33172E-04
  -22.6000  1.29073E-04  4.92311E-05  9.00831E-05  9.00831E-05  9.00831E-05  2.70249E-04  1.30384E-04  2.74278E-04  2.74278E-04  2.95887E-04  2.95887E-04  2.95887E-04  1.43622E-03  5.67048E-04  1.83554E-03  7.46663E-04
  -22.5000  1.31165E-04  5.01951E-05  9.07600E-05  9.07600E-05  9.07600E-05  2.72280E-04  1.32385E-04  2.77097E-04  2.77097E-04  2.99438E-04  2.99438E-04  2.99438E-04  1.45251E-03  5.77724E-04  1.85595E-03  7.60304E-04
  -22.4000  1.33343E-04  5.11752E-05  9.14670E-05  9.14670E-05  9.14670E-05  2.74401E-04  1.34402E-04  2.79962E-04  2.79962E-04  3.03069E-04  3.03069E-04  3.03069E-04  1.46913E-03  5.88522E-04  1.87687E-03  7.74099E-04
  -22.3000  1.35614E-04  5.21719E-05  9.22060E-05  9.22060E-05  9.22060E-05  2.76618E-04  1.36435E-04  2.82873E-04  2.82873E-04  3.06785E-04  3.06785E-04  3.06785E-04  1.48610E-03  5.99445E-04  1.89833E-03  7.88051E-04
  -22.2000  1.37981E-04  5.31861E-05  9.29783E-05  9.29783E-05  9.29783E-05  2.78935E-04  1.38485E-04  2.85830E-04  2.85830E-04  3.10586E-04  3.10586E-04  3.10586E-04  1.50342E-03  6.10494E-04  1.92034E-03  8.02165E-04
  -22.1000  1.40454E-04  5.42184E-05  9.37867E-05  9.37867E-05  9.37867E-05  2.81360E-04  1.40553E-04  2.88837E-04  2.88837E-04  3.14480E-04  3.14480E-04  3.14480E-04  1.52111E-03  6.21674E-04  1.94293E-03  8.16446E-04
  -22.0000  1.43041E-04  5.52697E-05  9.46340E-05  9.46340E-05  9.46340E-05  2.83902E-04  1.42640E-04  2.91893E-04  2.91893E-04  3.18470E-04  3.18470E-04  3.18470E-04  1.53920E-03  6.32987E-04  1.96614E-03  8.30897E-04
  -21.9000  1.45746E-04  5.63409E-05  9.55217E-05  9.55217E-05  9.55217E-05  2.86565E-04  1.44746E-04  2.95000E-04  2.95000E-04  3.22560E-04  3.22560E-04  3.22560E-04  1.55768E-03  6.44436E-04  1.98999E-03  8.45523E-04
